Rating,Title,Full Review,Information,Service Ratings
4.0 of 5 bubbles,It is a nice budget airline,I have a pleasant flight with them from Phuket to Bangkok and it is a Thai Airline and not Vietnam which i thought it is Vietnam. The crew are very friendly and pretty compare to other airline which i have taken so many times. Next time i will plan my trip to other part of thailand and will for sure fly with them again.,Date of travel: December 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Good enough,Everything was arranged well. It was not delayed and the luggage came very dast afrer we landed. Only when you book make sure that you have bought enough weight for your luggage! We had to pay double because we didn't,Date of travel: November 2016,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
3.0 of 5 bubbles,Warning! How do you intend to exit Vietnam,"Having arrived in Bangkok my travelling companion & I proceeded to check-in for our onward flight to Ho Chi Minh City. Having handed over our passports & tickets we were asked ""How do you intend to exit Vietnam?"" We explained our journey plans only to be told we need to produce evidence of tickets to leave Vietnam. We showed check-in our return tickets from Bangkok to the UK but again we were told we need evidence of exit from Vietnam. I then asked what can we do. Check-in helpfully explained the easiest way is to purchase Bus e-tickets from Ho Chi Mihn City to Phnom Pehn through Mekong Express. We then bought some wifi time for 200 Baht & then purchased the said tickets from Mekong Express for $14 Dollars each. Total $28 Dollars. Please understand these are tickets we had no intention of using as we had a journey planned which included exit from Vietnam by another means. I then produced my phone with the said e-ticket to check-in & this was found to be satisfactory & we were checked in for our onward flight. I have since researched this & found no evidence that says you have to produce exit information. Be warned.",Date of travel: November 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Deceitful and unreasonable,"Had the flight rescheduled multiple times, tried to call them to reschedule back to an earlier time, couldn't do it because I couldn't call from the original booking phone number (not working in Vietnam). Tried to change the booking number and call again, turns out I was lucky getting through the first time. Tried multiple times and couldn't talk to them again. Decided to go to one of their offices and switch flights. Switched it and hours later got a new rescheduling message. Went there again, rescheduled to an earlier time again. Got to the airport, the check in line was horribly slow, the flight got rescheduled for an alleged delay and now I'm flying after what I would have if I had not rescheduled again. Seriously, where is the sense in all this?",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Avoid at all costs!,"On a recent trip to Vietnam, we flew with VietJet 6 times within the country. On the first occassion, we had a flight from Koh Samui to Bangkok and a connecting flight from Bangkok to Saigon with VietJet Air. At the last minute they changed our flight to Saigon 5 hours earlier than scheduled which left us no choice but to reschedule our flight out of Koh Samui. 

All 6 flights were delayed with a flight in particular (CXR - SGN) being delayed from 7:25pm to 10:10pm to which we were unable to get a refund because it had not yet been a 3 hour delay. Needless to say, the flight was delayed until 10:40pm and by that stage, all other flights had departed and we were left with the only option of waiting for VietJet. 

After my experience with VietJet on this trip, I can safely say that I will never fly with them again. I cannot recommend this airline to anyone unless you want to spend more time waiting in an airport than at your destination. ",Date of travel: December 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,Absolutely perfect,"I know Vietjet has a bad reputation...but everything was perfect. We left and arrived on time. My flight was at 9:15pm, so I was sure we would be delayed, but things could not have been better. I am very tall and had a very short flight, so lack of leg room was not a big deal.",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
1.0 of 5 bubbles,Avoid - fly Vietnam Airway,"Terrible service, made me remove my headphones even I told him my music was off. Uncomfortable, old mentality, always delayed. Boarding on tickets says one time, but no employees show up until 40mins later. It's so messed up. Poor planning. ",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Worst Airline I've Flown With,"Both Vietjet flights I've taken have been delayed. Service was terrible. On one flight, the cart only made it to aisle 10 before we had to prepare for landing. The hostess had to rush up and down to try and bring people their pre-booked meals in the back rows. 

Also, the mobile app is complete rubbish, and you can only do online check in for some domestic flights. 

Literally the worst airline I've ever flown with. ",Date of travel: December 2016,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
4.0 of 5 bubbles,Overall they are good value for what you are paying,I took VietJet Air 2 times from Hanoi to Da Nang and then Da Nang to Ho Chi Minh City in Sept 2016. The service was good & professional. They just changed flight schedule 2 times for my flight from Hanoi to Da Nang. We got an email 2 times a few days before departure to tell us about the changes so make sure you check your email regularly for updates. They are very strict with carry on weight so make sure you are only bringing a carry on for 7KG total for 2 items. They will add everything together at the aiport. We ended paying around $35 CAD in fine as my carry one suitcase and back pack was over 7KG total. You can only have 1 check in suitcase per person at 40-50lbs max so make sure to pack light and not too much. The seats were not that comfy as the cushion thin so best to only use VietJet for short flights within Vietnam. I would avoid booking them for long flights unless you don't mind seats with thin cushions. Overall they are good value for what you are paying. I would use them again if they are the cheapest & for short domestic flights only.,Date of travel: September 2016,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,1st TripAdvisor Review: Horrible Airline,"Yes they are cheap...other than that the service is absolutely horrible. I'm not sure why they check your boarding pass so many times as you get on (maybe people sneak on in between the counter and plane entrance). Secondly, their counter service is miserable. 1) How do you not allow ticket purchases at the airport? This is the 21st century and you need to get with the times. 2) How about you train your employees to be a bit more helpful instead of pushing someone aside?

Sum of it all - I will go out of my way in the future to avoid you. And the worst part is; you probably won't read this, won't make any improvements, and your horrible airline will continue to chug along. 

I look forward to hearing back from a VietJet representative but doubt it will happen.",Date of travel: December 2016,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
2.0 of 5 bubbles,Frustrating flying experience,"I had the chance to fly with VietJet twice, but it was a huge disappointment. From the customers side it was frustrating, the crew was unnecessarily strict without any kindness. No customer service at all! No english speakers. If you're in the airline industry, look at the example of what the big ones are doing - they are keeping the safety rules mostly unnoticed to the passangers and offering high quality of customer service.
They changed the departure time several times, and we have only received vietnamese e-mails about it.
The only real positivity is that the tickets are cheap.
",Date of travel: December 2016,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
