Rating,Title,Full Review,Information,Service Ratings
1.0 of 5 bubbles,Shame!!! I felt not an equal passenger as the others!!!,"My title sounds somehow a little bit heavy but i will try to explain as thoroughly as I can. For sure this flight that was done today 23rd of December ruined my mood and my whole first day in Da Nang.
I booked this flight QH 107 from Hanoi to Da Nang around 2 months ago. I checked the profile of the company and everything that has to do on the flight as to be ok and informed about anything. Althought i saw some bad reviews and knew that is a low budget company I gave a try since it was a domestic flight and all the options were more or less the same. But the things that made me choose this one was the new planes and some other very good reviews.
To let everyone know this was my 160th flight in my life and the 50th country that I visit till now and it was the first time that i felt so bad,unequal and like a stranger that was given a favour to fly.
Some bad issues started before the flight when i informed that i need to change my flight schedule as the company decided to change the time. So i loged in their site but for 2 days they didnt let me to change my option. After several messages and calls which are not cheap from my country finally they change it.
Their check in is very primitive as it took a lot of time to check the already checked in tickets and to pass the luggage.
I skipped all of these in my mind and when we entered with my girlfriend we were so happy and surprised of the new type of aircraft, the spacious legroom, the beautiful dressing of the flight attendants and ofcourse the snack in so small flight. But from here starts all the bad things...
First of all to mention that we were placed in a row without any window due to random web check in which not allow you to change seat although when we entered we realised that there were about 30 seats available and many of them whole rows with windows. Now it comes the great moment. I noticed many locals (which i want to mention were in social media during take off and landing and noone tell them anything, came inside the aircraft with beers and juices etc) and ofcourse changing seats either by themselves or others asking the flight attendants. I didnt see anyone to be stopped to change seat. I have also changed seats in many flights if there are free.
So i kindly also asked if i can change seat in order to have window. The answer I received by word is yes you can change but during landing you need to come back to your seat. Sounds very weird and never heard this again. All the others that changed seats didnt returned to their previous seats during landing.
Before we start the procedure of landing I asked again kindly if i can change seat as to see the landing. The answer that I received was no you can not and when i say that many changed before me she responded that you should have done it before. But I ask to do it and the answer was weird as I wrote. Maybe because I am a tourist.
To sum on and sorry for the long review, this behaviour ruined the excellent review I was ready to write, I will definitely not use this company again and I strongly recommend anyone not even thing to travel. There are plenty choices for domestic flights in Vietnam.",Date of travel: December 2019,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Great budget airline,"Knew nothing about this airline and as it was the cheapest one available i wasn't expecting much.
How wrong I was. Brand new plane, very clean, good food, great service. I've flown all the other two major Vietnamese airlines and this one was well above their standards.",Date of travel: April 2019,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Great service ,"Were were very surprised at the level of professional and service offered on this flight, they were punctual and were very careful at checking you had your correct bags before exiting the airport. They were also the only internal flight in Vietnam that provided a small meal, a tasty mini Banh Mi. ",Date of travel: December 2019,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
5.0 of 5 bubbles,good airline and book directly,This is a good flight and their crew are also very very good.they do care for their passenger.they do offer food and check in baggae options too.and if you need to purchase extra luggage they buy it directly from their web site.on aiport it will cost more and its mention on their site too.dont buy the ticket from EASEMYTRIP IF YOU ARE FROM INDIA.But directly to airline.eassemytrip fooled me in the booking of this flight as they do offer meals in the flight and you need to booked it advance like veg or non veg so that they can offer you as per your choice and i emailed to easemytrip various times but they had not supported for the food as well as for other add on services.DONT USE EASEMYTRIP.COM.ITS BEST BOOK YOUR TICKECT DIRECTLY WITH AIRLINE.,Date of travel: December 2019,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Enough legroom,"I was happy the airlines is clean , new and had enough legroom. The meal served is standard ( main meal , dessert, bread, beverages, later served hot coffee or tea). 
Most important is the airfare is not expensive.",Date of travel: December 2019,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Reasonably priced yet great service,"Prompt check in, attentive & caring crew. Provided great service to my mother, who was on wheelchair.",Date of travel: December 2019,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
5.0 of 5 bubbles,Impressed,"When i booked this ticket online I did not what to expect it said A320 on the booking but the ticket economy + was extraordinary cheap booked only a day before departure, 30 usd per person economy+ A gimmic I thought. Arriving at the airport too early so had to wait 20 min before check in, the check in was ok, like normal. the plane type was now an A321 i was still in doubt, "" bamboo airways"" sounds like a ww2 plane in a jungle to me, when the plane arrived to the gate I could see a brand new A321neo and when i boarded, my seat was a wide seat with impressive pitch, it really was a economy pluss seat, much better than the tighter economy seats behind me, 30 dollars! it was the most comfortable short haul flight in my life and i have hundreds of those flights under my belt, this fligt was the best of them all. ",Date of travel: November 2019,
1.0 of 5 bubbles,Flying from Hanoi to Danang,The worst company ever.Never again...l pay for baggage two times.l had the confirmation but they couldn't accepted.NEVER AGAIN...,Date of travel: December 2019,
1.0 of 5 bubbles,Bamboo circus airlines,I payed my bags online and i came at the airport and they couldn't find my payment i had it print it Infront of the eyes of them and still nooo they make me pay again almost lose my flight the staff they didnt have idea what to do and they was unhelpful and the company is s... Never take this trash company is the worst thing ever i ve been in 45 countries i never saw something like that is better to close this company ! Please make sure that you dont book any ticket with them is better to go by bus !!!,,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Terrible airline.,"Bad service, bad airline, bad customer service. Never never and never go again. My ticket was just short of middle name and i had to cancel that flight. Really really disappointed.",Date of travel: December 2019,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
4.0 of 5 bubbles,Pleasant but inconsistent experience,"We booked a round trip HAN-SGN-DAD-HAN for three people in Business and were happy overall despite several areas can be improved.
The Good:
1. The Business counters were ready to accept us at all airports without any wait etc.
2. The best experience was at HAN check-in: we were escorted all the ways from the check-in desk, (Priority) security, Lounge, gate and aircraft. Wonderful! This could be very useful for people who are not familiar with navigating around the airports!
3. The HAN lounge (Song Hong) was the best comparing to the ones at SGN or DAD. Song Hong lounge had good selections of foods, snacks and beverages despite our departure in the early morning.
4. All staff were very polite and professional with good grasp of English.

Things can be improved:
1. Our outbound flight (HAN-SGN) was originally due to depart around midday but changed at less than 24 hours with the reason that the flight was cancelled.We were re-booked to the earliest flight (around 6:00AM) of the same day. Later on we found out that the original flight was not canceled and that led us to believe someones more important wanted to fly midday and we were moved to accommodate the change!
2. We were quite lucky to use an agent to handle all logistic as opposed to do that directly with the airlines. It was quite a challenge to find relevant information from Bamboo's website or contact - we were not able to find details but able to obtain the information from our booking agent! We were not able to check in online despite attempts to do that for every leg - The website always returned error to the effect that the information was invalid! it appeared it was only possible to check in at an airport counter.
3. The check-in experience at HAN was an excellent exception: no escorts at SGN nor DAD! At SGN we were not able to check in due to we were 3 hour 20 minutes before departure time despite contacting the helpdesk at the airport - we were told that the system were not ready then.

All in all, we are very glad to travel on Bamboo Airways in business class. Hopefully, the airlines will be able to improve the experience further and we will be more than willing to use Bamboo again.",Date of travel: November 2019,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
